ID,Name,Gender,Qualification,,
160,"""Piers Anthony""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (160, ""Piers Anthony"", ""M"" , ""PhD"" );"
161,"""RAY BRADBURY""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (161, ""RAY BRADBURY"", ""M"" , ""PhD"" );"
162,"""Schiller""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (162, ""Schiller"", ""M"" , ""PhD"" );"
163,"""Raymond Chandler""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (163, ""Raymond Chandler"", ""M"" , ""PhD"" );"
164,"""Paolo Coelho""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (164, ""Paolo Coelho"", ""M"" , ""PhD"" );"
165,"""Fay Weldon""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (165, ""Fay Weldon"", ""M"" , ""PhD"" );"
166,"""Arabella Weir""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (166, ""Arabella Weir"", ""M"" , ""PhD"" );"
167,"""Kiana Davenport""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (167, ""Kiana Davenport"", ""M"" , ""PhD"" );"
168,"""Sue Townsend""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (168, ""Sue Townsend"", ""M"" , ""PhD"" );"
169,"""Renan Demirkan""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (169, ""Renan Demirkan"", ""M"" , ""PhD"" );"
170,"""Michael Moore""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (170, ""Michael Moore"", ""M"" , ""PhD"" );"
171,"""Jonathan Franzen""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (171, ""Jonathan Franzen"", ""M"" , ""PhD"" );"
172,"""Jerome D. Salinger""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (172, ""Jerome D. Salinger"", ""M"" , ""PhD"" );"
173,"""James Joyce""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (173, ""James Joyce"", ""M"" , ""PhD"" );"
174,"""Joanna Trollope""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (174, ""Joanna Trollope"", ""M"" , ""PhD"" );"
175,"""Milan Kundera""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (175, ""Milan Kundera"", ""M"" , ""PhD"" );"
176,"""Arundhati Roy""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (176, ""Arundhati Roy"", ""M"" , ""PhD"" );"
177,"""Robert S. Levinson""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (177, ""Robert S. Levinson"", ""M"" , ""PhD"" );"
178,"""Lorna Landvik""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (178, ""Lorna Landvik"", ""M"" , ""PhD"" );"
179,"""Arthur Golden""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (179, ""Arthur Golden"", ""M"" , ""PhD"" );"
180,"""KENT HARUF""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (180, ""KENT HARUF"", ""M"" , ""PhD"" );"
181,"""Patricia D. Cornwell""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (181, ""Patricia D. Cornwell"", ""M"" , ""PhD"" );"
182,"""Carol J. Farley""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (182, ""Carol J. Farley"", ""M"" , ""PhD"" );"
183,"""Kathleen E. Woodiwiss""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (183, ""Kathleen E. Woodiwiss"", ""M"" , ""PhD"" );"
184,"""Belva Plain""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (184, ""Belva Plain"", ""M"" , ""PhD"" );"
185,"""MARK HADDON""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (185, ""MARK HADDON"", ""M"" , ""PhD"" );"
186,"""ANN BRASHARES""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (186, ""ANN BRASHARES"", ""M"" , ""PhD"" );"
187,"""Erich Segal""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (187, ""Erich Segal"", ""M"" , ""PhD"" );"
188,"""Elizabeth Adler""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (188, ""Elizabeth Adler"", ""M"" , ""PhD"" );"
189,"""Nicholas Sparks""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (189, ""Nicholas Sparks"", ""M"" , ""PhD"" );"
190,"""JOHN SAUL""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (190, ""JOHN SAUL"", ""M"" , ""PhD"" );"
191,"""Steve Thayer""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (191, ""Steve Thayer"", ""M"" , ""PhD"" );"
192,"""Tracy Chevalier""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (192, ""Tracy Chevalier"", ""M"" , ""PhD"" );"
193,"""Judith Kelman""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (193, ""Judith Kelman"", ""M"" , ""PhD"" );"
194,"""Michael Palmer""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (194, ""Michael Palmer"", ""M"" , ""PhD"" );"
195,"""Francine Hughes""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (195, ""Francine Hughes"", ""M"" , ""PhD"" );"
196,"""Norman Bridwell""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (196, ""Norman Bridwell"", ""M"" , ""PhD"" );"
197,"""Frank McCourt""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (197, ""Frank McCourt"", ""M"" , ""PhD"" );"
198,"""Malachy McCourt""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (198, ""Malachy McCourt"", ""M"" , ""PhD"" );"
199,"""Mari Sandoz""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (199, ""Mari Sandoz"", ""M"" , ""PhD"" );"
200,"""Anne Perry""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (200, ""Anne Perry"", ""M"" , ""PhD"" );"
201,"""ALEXANDER MCCALL SMITH""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (201, ""ALEXANDER MCCALL SMITH"", ""M"" , ""PhD"" );"
202,"""Gregory Maguire""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (202, ""Gregory Maguire"", ""M"" , ""PhD"" );"
203,"""Yann Martel""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (203, ""Yann Martel"", ""M"" , ""PhD"" );"
204,"""Ruth Rendell""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (204, ""Ruth Rendell"", ""M"" , ""PhD"" );"
205,"""Al Franken""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (205, ""Al Franken"", ""M"" , ""PhD"" );"
206,"""DONNA TARTT""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (206, ""DONNA TARTT"", ""M"" , ""PhD"" );"
207,"""John Milne""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (207, ""John Milne"", ""M"" , ""PhD"" );"
208,"""Terry Pratchett""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (208, ""Terry Pratchett"", ""M"" , ""PhD"" );"
209,"""E. B. White""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (209, ""E. B. White"", ""M"" , ""PhD"" );"
210,"""J. M. Barrie""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (210, ""J. M. Barrie"", ""M"" , ""PhD"" );"
211,"""Mary O'Hara""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (211, ""Mary O'Hara"", ""M"" , ""PhD"" );"
212,"""Louise Rennison""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (212, ""Louise Rennison"", ""M"" , ""PhD"" );"
213,"""Kenneth Grahame""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (213, ""Kenneth Grahame"", ""M"" , ""PhD"" );"
214,"""Bernard Cornwell""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (214, ""Bernard Cornwell"", ""M"" , ""PhD"" );"
215,"""Charles de Lint""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (215, ""Charles de Lint"", ""M"" , ""PhD"" );"
216,"""Edward John Moreton Drax Plunkett Dunsany""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (216, ""Edward John Moreton Drax Plunkett Dunsany"", ""M"" , ""PhD"" );"
217,"""Georgette Heyer""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (217, ""Georgette Heyer"", ""M"" , ""PhD"" );"
218,"""OSCAR WILDE""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (218, ""OSCAR WILDE"", ""M"" , ""PhD"" );"
219,"""Ted Hughes""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (219, ""Ted Hughes"", ""M"" , ""PhD"" );"
220,"""ROALD DAHL""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (220, ""ROALD DAHL"", ""M"" , ""PhD"" );"
221,"""Donna Jo Napoli""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (221, ""Donna Jo Napoli"", ""M"" , ""PhD"" );"
222,"""A. S. Byatt""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (222, ""A. S. Byatt"", ""M"" , ""PhD"" );"
223,"""Tanuja Desai Hidier""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (223, ""Tanuja Desai Hidier"", ""M"" , ""PhD"" );"
224,"""SOPHIE KINSELLA""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (224, ""SOPHIE KINSELLA"", ""M"" , ""PhD"" );"
225,"""Isabel Wolff""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (225, ""Isabel Wolff"", ""M"" , ""PhD"" );"
226,"""Louisa May Alcott""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (226, ""Louisa May Alcott"", ""M"" , ""PhD"" );"
227,"""George Orwell""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (227, ""George Orwell"", ""M"" , ""PhD"" );"
228,"""Charles Dickens""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (228, ""Charles Dickens"", ""M"" , ""PhD"" );"
229,"""Isabel Allende""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (229, ""Isabel Allende"", ""M"" , ""PhD"" );"
230,"""Ellen Datlow""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (230, ""Ellen Datlow"", ""M"" , ""PhD"" );"
231,"""A.S. BYATT""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (231, ""A.S. BYATT"", ""M"" , ""PhD"" );"
232,"""Joseph Heller""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (232, ""Joseph Heller"", ""M"" , ""PhD"" );"
233,"""John Galsworthy""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (233, ""John Galsworthy"", ""M"" , ""PhD"" );"
234,"""Enid Blyton""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (234, ""Enid Blyton"", ""M"" , ""PhD"" );"
235,"""Neil Gaiman""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (235, ""Neil Gaiman"", ""M"" , ""PhD"" );"
236,"""Alan Moore""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (236, ""Alan Moore"", ""M"" , ""PhD"" );"
237,"""Trudy Suggs""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (237, ""Trudy Suggs"", ""M"" , ""PhD"" );"
238,"""Tom Wolfe""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (238, ""Tom Wolfe"", ""M"" , ""PhD"" );"
239,"""Brady Udall""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (239, ""Brady Udall"", ""M"" , ""PhD"" );"
240,"""Homer Hickam""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (240, ""Homer Hickam"", ""M"" , ""PhD"" );"
241,"""Pearl Abraham""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (241, ""Pearl Abraham"", ""M"" , ""PhD"" );"
242,"""Sebastian Junger""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (242, ""Sebastian Junger"", ""M"" , ""PhD"" );"
243,"""Karen Armstrong""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (243, ""Karen Armstrong"", ""M"" , ""PhD"" );"
244,"""Mary Barnard""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (244, ""Mary Barnard"", ""M"" , ""PhD"" );"
245,"""David Brin""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (245, ""David Brin"", ""M"" , ""PhD"" );"
246,"""T. Coraghessan Boyle""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (246, ""T. Coraghessan Boyle"", ""M"" , ""PhD"" );"
247,"""Paul Woodruff""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (247, ""Paul Woodruff"", ""M"" , ""PhD"" );"
248,"""Lynda Madaras""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (248, ""Lynda Madaras"", ""M"" , ""PhD"" );"
249,"""Stephen McCauley""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (249, ""Stephen McCauley"", ""M"" , ""PhD"" );"
250,"""Isabelle Holland""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (250, ""Isabelle Holland"", ""M"" , ""PhD"" );"
251,"""Pam Conrad""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (251, ""Pam Conrad"", ""M"" , ""PhD"" );"
252,"""Lurlene McDaniel""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (252, ""Lurlene McDaniel"", ""M"" , ""PhD"" );"
253,"""Brian Kaufman""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (253, ""Brian Kaufman"", ""M"" , ""PhD"" );"
254,"""John Darnton""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (254, ""John Darnton"", ""M"" , ""PhD"" );"
255,"""Martin Schenk""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (255, ""Martin Schenk"", ""M"" , ""PhD"" );"
256,"""DAVID EDDINGS""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (256, ""DAVID EDDINGS"", ""M"" , ""PhD"" );"
257,"""Paul Reiser""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (257, ""Paul Reiser"", ""M"" , ""PhD"" );"
258,"""David G. Hartwell""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (258, ""David G. Hartwell"", ""M"" , ""PhD"" );"
259,"""Dave Barry""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (259, ""Dave Barry"", ""M"" , ""PhD"" );"
260,"""John R. Holt""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (260, ""John R. Holt"", ""M"" , ""PhD"" );"
261,"""Theodore Beale""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (261, ""Theodore Beale"", ""M"" , ""PhD"" );"
262,"""Frank M. Robinson""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (262, ""Frank M. Robinson"", ""M"" , ""PhD"" );"
263,"""Mary Jane Clark""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (263, ""Mary Jane Clark"", ""M"" , ""PhD"" );"
264,"""Mary Wollstonecraft Shelley""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (264, ""Mary Wollstonecraft Shelley"", ""M"" , ""PhD"" );"
265,"""Isabel-Clara Simó""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (265, ""Isabel-Clara Simó"", ""M"" , ""PhD"" );"
266,"""Robert Westall""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (266, ""Robert Westall"", ""M"" , ""PhD"" );"
267,"""Robert B. Parker""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (267, ""Robert B. Parker"", ""M"" , ""PhD"" );"
268,"""Rita Chapman Works""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (268, ""Rita Chapman Works"", ""M"" , ""PhD"" );"
269,"""A. Manette Ansay""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (269, ""A. Manette Ansay"", ""M"" , ""PhD"" );"
270,"""Sarah Waters""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (270, ""Sarah Waters"", ""M"" , ""PhD"" );"
271,"""Anne Frank""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (271, ""Anne Frank"", ""M"" , ""PhD"" );"
272,"""Barry Lopez""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (272, ""Barry Lopez"", ""M"" , ""PhD"" );"
273,"""Greg Palast""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (273, ""Greg Palast"", ""M"" , ""PhD"" );"
274,"""Andrea Kane""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (274, ""Andrea Kane"", ""M"" , ""PhD"" );"
275,"""Nevada Barr""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (275, ""Nevada Barr"", ""M"" , ""PhD"" );"
276,"""Paul Auster""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (276, ""Paul Auster"", ""M"" , ""PhD"" );"
277,"""Margaret Maron""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (277, ""Margaret Maron"", ""M"" , ""PhD"" );"
278,"""EDNA BARKER""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (278, ""EDNA BARKER"", ""M"" , ""PhD"" );"
279,"""Muriel Whitaker""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (279, ""Muriel Whitaker"", ""M"" , ""PhD"" );"
280,"""John Irving""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (280, ""John Irving"", ""M"" , ""PhD"" );"
281,"""Golding""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (281, ""Golding"", ""M"" , ""PhD"" );"
282,"""HarperReference""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (282, ""HarperReference"", ""M"" , ""PhD"" );"
283,"""LTD""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (283, ""LTD"", ""M"" , ""PhD"" );"
284,"""Ann Patchett""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (284, ""Ann Patchett"", ""M"" , ""PhD"" );"
285,"""Sue Monk Kidd""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (285, ""Sue Monk Kidd"", ""M"" , ""PhD"" );"
286,"""Bob Thiele""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (286, ""Bob Thiele"", ""M"" , ""PhD"" );"
287,"""Colleen McCullough""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (287, ""Colleen McCullough"", ""M"" , ""PhD"" );"
288,"""Joanne Harris""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (288, ""Joanne Harris"", ""M"" , ""PhD"" );"
289,"""Thomas Cahill""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (289, ""Thomas Cahill"", ""M"" , ""PhD"" );"
290,"""Michael Hudson""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (290, ""Michael Hudson"", ""M"" , ""PhD"" );"
291,"""Jane Smiley""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (291, ""Jane Smiley"", ""M"" , ""PhD"" );"
292,"""Dick Francis""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (292, ""Dick Francis"", ""M"" , ""PhD"" );"
293,"""Nora Roberts""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (293, ""Nora Roberts"", ""M"" , ""PhD"" );"
294,"""Jean Marzollo""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (294, ""Jean Marzollo"", ""M"" , ""PhD"" );"
295,"""Walter Wick""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (295, ""Walter Wick"", ""M"" , ""PhD"" );"
296,"""Barbara Delinsky""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (296, ""Barbara Delinsky"", ""M"" , ""PhD"" );"
297,"""P. D. James""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (297, ""P. D. James"", ""M"" , ""PhD"" );"
298,"""Arthur William Upfield""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (298, ""Arthur William Upfield"", ""M"" , ""PhD"" );"
299,"""Christopher Rice""","""M""","""PhD""",,"INSERT INTO Writer (ID, Name, Gender, Qualification) VALUES (299, ""Christopher Rice"", ""M"" , ""PhD"" );"
